10  0 10 JBBCCCJDD..MJAAL.MFFKL.N..KGGN.HH...
11  1 10 JBBCCCJ.DD.MJAAL.MFFKL.N..KGGN.HH... D99
11  1 10 JBBCCCJ..DDMJAAL.MFFKL.N..KGGN.HH... D98
11  1 10 JBBCCCJDD..MJAAL.MFFKL.N..KGGNHH.... H99
11  1 10 JBBCCCJDD..MJAAL.MFFKL.N..KGGN..HH.. H99
11  1 10 JBBCCCJDD..MJAAL.MFFKL.N..KGGN...HH. H98
11  1 10 JBBCCCJDD..MJAAL.MFFKL.N..KGGN....HH H97
11  1 10 JBBCCCJDDL.MJAAL.MFFK..N..KGGN.HH... L99
11  1 10 JBBCCCJDD..MJAAL.MFFKL....KGGN.HH..N N99
12  2 10 JBBCCCJ.DD.MJAAL.MFFKL.N..KGGNHH.... D99 H99
12  2 10 JBBCCCJ.DD.MJAAL.MFFKL.N..KGGN..HH.. D99 H99
12  2 10 JBBCCCJ.DD.MJAAL.MFFKL.N..KGGN...HH. D99 H98
12  2 10 JBBCCCJ.DD.MJAAL.MFFKL.N..KGGN....HH D99 H97
12  2 10 JBBCCCJ.DD.MJAAL.MFFKL....KGGN.HH..N D99 N99
12  2 10 JBBCCCJ..DDMJAAL.MFFKL.N..KGGNHH.... D98 H99
12  2 10 JBBCCCJ..DDMJAAL.MFFKL.N..KGGN..HH.. D98 H99
12  2 10 JBBCCCJ..DDMJAAL.MFFKL.N..KGGN...HH. D98 H98
12  2 10 JBBCCCJ..DDMJAAL.MFFKL.N..KGGN....HH D98 H97
12  2 10 JBBCCCJ..DDMJAAL.MFFKL....KGGN.HH..N D98 N99
12  2 10 JBBCCCJDD..MJAAL.MFF.L.N..KGGNHHK... H99 K99
12  2 10 JBBCCCJDDL.MJAAL.MFFK..N..KGGNHH.... H99 L99
12  2 10 JBBCCCJDD..MJAAL.MFFKL....KGGNHH...N H99 N99
12  2 10 JBBCCCJDDL.MJAAL.MFFK..N..KGGN..HH.. H99 L99
12  2 10 JBBCCCJDD..MJAAL.MFFKL....KGGN..HH.N H99 N99
12  2 10 JBBCCCJDD..MJAAL.MFF.L.N..KGGN..KHH. H98 K99
12  2 10 JBBCCCJDDL.MJAAL.MFFK..N..KGGN...HH. H98 L99
12  2 10 JBBCCCJDD..MJAAL.MFFKL....KGGN...HHN H98 N99
12  2 10 JBBCCCJDD..MJAAL.MFF.L.N..KGGN..K.HH H97 K99
12  2 10 JBBCCCJDDL.MJAAL.MFFK..N..KGGN....HH H97 L99
12  2 10 JBBCCCJDDL.MJAAL.MFFK.....KGGN.HH..N L99 N99
12  2 10 JBBCCCJDD...JAAL.MFFKL.M..KGGN.HH..N M99 N99
13  3 10 JBBCCCJ.DD.MJAAL.MFF.L.N..KGGNHHK... D99 H99 K99
13  3 10 JBBCCCJ.DD.MJAAL.MFFKL....KGGNHH...N D99 H99 N99
13  3 10 JBBCCCJ.DD.MJAAL.MFFKL....KGGN..HH.N D99 H99 N99
13  3 10 JBBCCCJ.DD.MJAAL.MFF.L.N..KGGN..KHH. D99 H98 K99
13  3 10 JBBCCCJ.DD.MJAAL.MFFKL....KGGN...HHN D99 H98 N99
13  3 10 JBBCCCJ.DD.MJAAL.MFF.L.N..KGGN..K.HH D99 H97 K99
13  3 10 JBBCCCJ.DD..JAAL.MFFKL.M..KGGN.HH..N D99 M99 N99
13  3 10 JBBCCCJ..DDMJAAL.MFF.L.N..KGGNHHK... D98 H99 K99
13  3 10 JBBCCCJ..DDMJAAL.MFFKL....KGGNHH...N D98 H99 N99
13  3 10 JBBCCCJ..DDMJAAL.MFFKL....KGGN..HH.N D98 H99 N99
13  3 10 JBBCCCJ..DDMJAAL.MFF.L.N..KGGN..KHH. D98 H98 K99
13  3 10 JBBCCCJ..DDMJAAL.MFFKL....KGGN...HHN D98 H98 N99
13  3 10 JBBCCCJ..DDMJAAL.MFF.L.N..KGGN..K.HH D98 H97 K99
13  3 10 JBBCCCJ..DD.JAAL.MFFKL.M..KGGN.HH..N D98 M99 N99
13  3 10 JBBCCCJDD..MJAAL.M.FFL.N..KGGNHHK... F99 H99 K99
13  3 10 JBBCCCJDDL.MJAAL.MFF...N..KGGNHHK... H99 K99 L99
13  3 10 JBBCCCJDD..MJAAL.MFF.L....KGGNHHK..N H99 K99 N99
13  3 10 JBBCCCJDDL.MJAAL.MFFK.....KGGNHH...N H99 L99 N99
13  3 10 JBBCCCJDD...JAAL.MFFKL.M..KGGNHH...N H99 M99 N99
13  3 10 JBBCCCJDDL.MJAAL.MFFK.....KGGN..HH.N H99 L99 N99
13  3 10 JBBCCCJDD...JAAL.MFFKL.M..KGGN..HH.N H99 M99 N99
13  3 10 JBBCCCJDD..MJAAL.M.FFL.N..KGGN..KHH. F99 H98 K99
13  3 10 JBBCCCJDDL.MJAAL.MFF...N..KGGN..KHH. H98 K99 L99
13  3 10 JBBCCCJDD..MJAAL.MFF.L....KGGN..KHHN H98 K99 N99
13  3 10 JBBCCCJDDL.MJAAL.MFFK.....KGGN...HHN H98 L99 N99
13  3 10 JBBCCCJDD...JAAL.MFFKL.M..KGGN...HHN H98 M99 N99
13  3 10 JBBCCCJDD..MJAAL.M.FFL.N..KGGN..K.HH F99 H97 K99
13  3 10 JBBCCCJDDL.MJAAL.MFF...N..KGGN..K.HH H97 K99 L99
13  3 10 JBBCCCJDDL..JAAL.MFFK..M..KGGN.HH..N L99 M99 N99
13  3 10 JBBCCCJ...DDJAAL.MFFKL.M..KGGN.HH..N D97 M99 N99
14  4 10 JBBCCCJ.DD.MJAAL.M.FFL.N..KGGNHHK... D99 F99 H99 K99
14  4 10 JBBCCCJ.DD.MJAAL.MFF.L....KGGNHHK..N D99 H99 K99 N99
14  4 10 JBBCCCJ.DD..JAAL.MFFKL.M..KGGNHH...N D99 H99 M99 N99
14  4 10 JBBCCCJ.DD..JAAL.MFFKL.M..KGGN..HH.N D99 H99 M99 N99
14  4 10 JBBCCCJ.DD.MJAAL.M.FFL.N..KGGN..KHH. D99 F99 H98 K99
14  4 10 JBBCCCJ.DD.MJAAL.MFF.L....KGGN..KHHN D99 H98 K99 N99
14  4 10 JBBCCCJ.DD..JAAL.MFFKL.M..KGGN...HHN D99 H98 M99 N99
14  4 10 JBBCCCJ.DD.MJAAL.M.FFL.N..KGGN..K.HH D99 F99 H97 K99
14  4 10 JBBCCCJ..DDMJAAL.M.FFL.N..KGGNHHK... D98 F99 H99 K99
14  4 10 JBBCCCJ..DDMJAAL.MFF.L....KGGNHHK..N D98 H99 K99 N99
14  4 10 JBBCCCJ..DD.JAAL.MFFKL.M..KGGNHH...N D98 H99 M99 N99
14  4 10 JBBCCCJ..DD.JAAL.MFFKL.M..KGGN..HH.N D98 H99 M99 N99
14  4 10 JBBCCCJ..DDMJAAL.M.FFL.N..KGGN..KHH. D98 F99 H98 K99
14  4 10 JBBCCCJ..DDMJAAL.MFF.L....KGGN..KHHN D98 H98 K99 N99
14  4 10 JBBCCCJ..DD.JAAL.MFFKL.M..KGGN...HHN D98 H98 M99 N99
14  4 10 JBBCCCJ..DDMJAAL.M.FFL.N..KGGN..K.HH D98 F99 H97 K99
14  4 10 .BBCCCJDD..MJAAL.MJFFL.N..KGGNHHK... F99 H99 J99 K99
14  4 10 .BBCCC.DD..MJAAL.MJFFL.NJ.KGGNHHK... F99 H99 J98 K99
14  4 10 JBBCCCJDDL.MJAAL.M.FF..N..KGGNHHK... F99 H99 K99 L99
14  4 10 JBBCCCJDD..MJAAL.M.FFL....KGGNHHK..N F99 H99 K99 N99
14  4 10 JBBCCCJDDL.MJAAL.M..FF.N..KGGNHHK... F98 H99 K99 L99
14  4 10 JBBCCCJDDL.MJAAL.M...FFN..KGGNHHK... F97 H99 K99 L99
14  4 10 JBBCCCJDDL.MJAAL.MFF......KGGNHHK..N H99 K99 L99 N99
14  4 10 JBBCCCJDD...JAAL.MFF.L.M..KGGNHHK..N H99 K99 M99 N99
14  4 10 JBBCCCJDDL..JAAL.MFFK..M..KGGNHH...N H99 L99 M99 N99
14  4 10 JBBCCCJ...DDJAAL.MFFKL.M..KGGNHH...N D97 H99 M99 N99
14  4 10 JBBCCCJDDL..JAAL.MFFK..M..KGGN..HH.N H99 L99 M99 N99
14  4 10 JBBCCCJ...DDJAAL.MFFKL.M..KGGN..HH.N D97 H99 M99 N99
14  4 10 .BBCCCJDD..MJAAL.MJFFL.N..KGGN..KHH. F99 H98 J99 K99
14  4 10 .BBCCC.DD..MJAAL.MJFFL.NJ.KGGN..KHH. F99 H98 J98 K99
14  4 10 .BBCCC.DD..M.AAL.MJFFL.NJ.KGGNJ.KHH. F99 H98 J97 K99
14  4 10 JBBCCCJDDL.MJAAL.M.FF..N..KGGN..KHH. F99 H98 K99 L99
14  4 10 JBBCCCJDD..MJAAL.M.FFL....KGGN..KHHN F99 H98 K99 N99
14  4 10 JBBCCCJDDL.MJAAL.M..FF.N..KGGN..KHH. F98 H98 K99 L99
14  4 10 JBBCCCJDDL.MJAAL.M...FFN..KGGN..KHH. F97 H98 K99 L99
14  4 10 JBBCCCJDDL.MJAAL.MFF......KGGN..KHHN H98 K99 L99 N99
14  4 10 JBBCCCJDD...JAAL.MFF.L.M..KGGN..KHHN H98 K99 M99 N99
14  4 10 JBBCCCJDDL..JAAL.MFFK..M..KGGN...HHN H98 L99 M99 N99
14  4 10 JBBCCCJ...DDJAAL.MFFKL.M..KGGN...HHN D97 H98 M99 N99
14  4 10 .BBCCCJDD..MJAAL.MJFFL.N..KGGN..K.HH F99 H97 J99 K99
14  4 10 .BBCCC.DD..MJAAL.MJFFL.NJ.KGGN..K.HH F99 H97 J98 K99
14  4 10 .BBCCC.DD..M.AAL.MJFFL.NJ.KGGNJ.K.HH F99 H97 J97 K99
14  4 10 JBBCCCJDDL.MJAAL.M.FF..N..KGGN..K.HH F99 H97 K99 L99
14  4 10 JBBCCCJDDL.MJAAL.M..FF.N..KGGN..K.HH F98 H97 K99 L99
